rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/10004288-running_scared,Meg Jones,False,Milwaukee Journal Sentinel,Rotten,1.5/4,2006-02-23,"Tthe gimmicks can't hold up a weak, implausible plot that substitutes violence and gore for a smart story and believable characters."
m/10004288-running_scared,Eric D. Snider,False,EricDSnider.com,Fresh,B,2006-02-23,"If Quentin Tarantino and David Fincher shared a brain, developed a fever, then read 'Hansel and Gretel' and 'Oliver Twist' before falling asleep, they might dream of something like Running Scared."
m/10004288-running_scared,Scott Weinberg,False,eFilmCritic.com,Fresh,3.5/5,2006-02-23,"I see Running Scared as a slick, sick, and sly satire of all the action flick conventions, but maybe I'm just nuts."
m/10004288-running_scared,Rob Vaux,False,Flipside Movie Emporium,Rotten,F,2006-02-23,I wonder if Peter Hyams can sue these people.
m/10004288-running_scared,Fred Topel,False,About.com,Fresh,,2006-02-23,"Those of you hoping for a remake of the delightful Billy Crystal/Gregory Hines buddy comedy are in for something very different with this Running Scared. Ultra-violent and hardcore, it's a worthwhile ride even though it doesn't all work."
m/10004288-running_scared,Willie Waffle,False,WaffleMovies.com,Fresh,2.5/4,2006-02-23,"I can't believe I am saying this, but Paul Walker doesn't stink in Running Scared. In fact, Running Scared is a decent guys night out movie."
m/10004288-running_scared,Brian Orndorf,False,FilmJerk.com,Rotten,D-,2006-02-23,A flat-out atrocity of storytelling design that requires a thorough shower after viewing.
m/10004288-running_scared,Jeffrey M. Anderson,False,Combustible Celluloid,Rotten,0/4,2006-02-23,A vile disaster.
m/10004288-running_scared,Harvey S. Karten,False,Compuserve,Rotten,C,2006-02-23,Paul Walker is the principal actor. Need we say more?
m/10004288-running_scared,Peter Canavese,False,Groucho Reviews,Fresh,2.5/4,2006-02-23,"Kramer stokes kinetic energy and hard-R intensity...may amount to no more than a punch to the gut, but...it's all in bad fun."
m/10004288-running_scared,Chuck O'Leary,False,FulvueDrive-in.com,Rotten,5/10,2006-02-23,Could have been a good exploitation flick if it didn't get carried away with piling on the plot twists.
m/10004288-running_scared,Stephanie Zacharek,True,Salon.com,Rotten,,2006-02-23,"It's lower on the food chain than a mere exploitation picture because it clings so desperately to the notion that it's a serious movie about violence; it doesn't even have enough integrity to serve up cheap, sick thrills for their own sake."
m/10004288-running_scared,David Thomas,False,Filmcritic.com,Rotten,3/5,2006-02-23,genuinely clunky
m/10004288-running_scared,Bill White,False,Seattle Post-Intelligencer,Rotten,D,2006-02-23,Writer/director Wayne Kramer's approach to storytelling is to withhold any information that might give away the plot. The film is a string of violent confrontations between characters whose relationships to each other are unclear.
m/10004288-running_scared,Mike Clark,True,USA Today,Rotten,1.5/4,2006-02-23,A potential howler done in by a tendency to wear too much body tissue on its sleeve.
m/10004288-running_scared,Manohla Dargis,True,New York Times,Fresh,2.5/5,2006-02-23,"In the gleefully violent Running Scared, the writer and director Wayne Kramer tries to go over the rainbow and put a self-consciously bloody spin on once upon a time."
m/10004288-running_scared,James Berardinelli,True,ReelViews,Fresh,3/4,2006-02-23,"With a complex plot that unspools with surprising clarity, Running Scared displays a reckless intensity."
m/10004288-running_scared,Peter Rainer,True,Christian Science Monitor,Rotten,D,2006-02-23,"The hallucinatory crime thriller Running Scared, written and directed by Wayne Kramer, is pretty awful."
m/10004288-running_scared,Roger Ebert,True,Chicago Sun-Times,Fresh,3/4,2006-02-23,"Running Scared goes so far over the top, it circumnavigates the top and doubles back on itself; it's the Mobius Strip of over-the-topness. I am in awe."
m/10004288-running_scared,Desson Thomson,True,Washington Post,Rotten,,2006-02-23,"Everything feels begged, borrowed and stolen from other better movies, from Quentin Tarantino's exclamation-point violence to the slo-mo bullet trajectory shots from The Matrix."
m/10004288-running_scared,Bruce Newman,True,San Jose Mercury News,Fresh,3/4,2006-02-23,"If Running Scared sometimes looks like a storyboard sprung violently to life, Kramer's assured direction turns that into its greatest strength in the clinches, of which there are plenty."
m/10004288-running_scared,Randy Cordova,True,Arizona Republic,Rotten,2/4,2006-02-23,It's like a gruesome merry-go-round filled with unpleasant characters and bad acting.
m/10004288-running_scared,Chris Hewitt,False,St. Paul Pioneer Press,Fresh,3/4,2006-02-23,"Luciano Pavarotti's eyebrows during the Olympic opening ceremonies were disturbing. Multiply that by about 1,000, and you have the creep-out factor in the gory Running Scared."
m/10004288-running_scared,Gene Seymour,True,Newsday,Rotten,2/4,2006-02-23,"If it's possible to admire his movie's heedless energy, it's also possible to hate its guts."
m/10004288-running_scared,Jeff Strickler,True,Minneapolis Star Tribune,Rotten,1/4,2006-02-23,This is the kind of movie where character development consists of a guy mentioning in passing he has a meth lab in his back yard.
m/10004288-running_scared,Dustin Putman,False,TheFilmFile.com,Rotten,2/4,2006-02-23,"If Running Scared were set in Hell (the actual place, rather than a figure of speech), perhaps it would have been easier to swallow."
m/10004288-running_scared,Chuck Wilson,False,L.A. Weekly,Rotten,,2006-02-23,"Running Scared is decently acted and divertingly brutal, but it's also a giant step backward for its maker."
m/10004288-running_scared,Nick Rogers,False,"State Journal-Register (Springfield, IL)",Fresh,3/4,2006-02-23,"A spinning-plates movie that only makes a shattered-glass mess in its finale with one twist for each character left standing. Otherwise, this empty-calorie eye-candy cartoon is an ultraviolent, boot-on-throat thiller with style and humor."
m/10004288-running_scared,Joshua Tyler,False,CinemaBlend,Rotten,1.5/5,2006-02-24,"Running Scared keeps ratcheting up the intensity, but to what end?"
m/10004288-running_scared,Liam Lacey,True,Globe and Mail,Rotten,2/4,2006-02-24,"Ethnic stereotyping, moral qualms and plot improbabilities aside, you just wish a movie like Running Scared wasn't so anxious to be exciting all the time: It gets so monotonous."
m/10004288-running_scared,Cherryl Dawson and Leigh Ann Palone,False,TheMovieChicks.com,Rotten,2/5,2006-02-24,The only things more abundant than gunshot-riddled corpses are the ridiculous plot twists and the laughably bad lines of dialog...it's likely to be the most fun at a bad movie you'll have for a while.
m/10004288-running_scared,Robin Clifford,False,Reeling Reviews,Fresh,B,2006-02-24,"The clunky happily-ever-after ending is a bit too nicey-nice but with all of the wall-to-wall action, ultra-violent gunplay and over-the-top writing it is an amusing ride."
m/10004288-running_scared,Brent Simon,False,FilmStew.com,Fresh,,2006-02-24,"May be the first original screenplay that unfolds in a setting so grim, despairing and yet slightly hallucinatory that it could've been adapted from Grand Theft Auto."
m/10004288-running_scared,Allison Benedikt,True,Chicago Tribune,Rotten,1/4,2006-02-24,"There's clearly supposed to be tension between Joey's good and bad sides. Sure, he's a mobster, but he's also a family man, which makes him... gray. (Not black and white = very sophisticated.)"
m/10004288-running_scared,Louis B. Hobson,False,Jam! Movies,Rotten,2/5,2006-02-24,"[Director Wayne] Kramer, who showed such promise as a filmmaker with The Cooler, takes a couple of giant steps backward with Running Scared."
m/10004288-running_scared,Geoff Pevere,True,Toronto Star,Rotten,1.5/4,2006-02-24,"In the opening minutes of Running Scared, a drug deal goes bad and takes the entire movie with it."
m/10004288-running_scared,Maitland McDonagh,False,TV Guide,Fresh,3/4,2006-02-24,"It's way too violent and perversely excessive for many tastes, but there's more to its outrages than meets the eye, and that second look is well worth taking."
m/10004288-running_scared,Daniel Eagan,False,Film Journal International,Rotten,,2006-02-24,[It's] generic pulp with some serious plot holes and more crane shots than any film needs.
m/10004288-running_scared,Moira MacDonald,True,Seattle Times,Rotten,1/4,2006-02-24,"There is a child at the center of this ultraviolent story, and the devices used to keep us on tenterhooks regarding his survival are appallingly manipulative."
m/10004288-running_scared,Sara Michelle Fetters,False,MovieFreak.com,Fresh,3/4,2006-02-24,"Let me be clear. I'm not saying I liked Running Scared from the get-go or for all the way through, start to finish, but I did like it all the same."
m/10004288-running_scared,Justin Chang,True,Variety,Fresh,,2006-02-24,"A ferociously energetic piece of filmmaking, Running Scared makes the seedy Vegas milieu of writer-director Wayne KramerWayne Kramer's first feature, The Cooler, look as tasteful as The Sound of Music."
m/10004288-running_scared,Mick LaSalle,True,San Francisco Chronicle,Fresh,4/4,2006-02-24,"Running Scared is for people who like movies, who don't need to have a movie mean something in order to enjoy it and who can delight at the sheer craft of a story designed only to shock, amuse and hold an audience."
m/10004288-running_scared,Carla Meyer,False,Sacramento Bee,Rotten,2.5/4,2006-02-24,"For a moment, it appears as if Running Scared has developed into a different, better movie. But subsequent gratuitously violent scenes hint at a determination by Kramer to keep his film at low-grade exploitation level."
m/10004288-running_scared,Pam Grady,False,Reel.com,Rotten,2/4,2006-02-24,It's hard to believe that this mess was made by the same man who made The Cooler.
m/10004288-running_scared,Gary Thompson,False,Philadelphia Daily News,Rotten,,2006-02-24,"I chuckled along with the audience at every garish twist (at least for the first 60 of the the movie's 120 minutes), yet even as Dali-esque nightmare, the movie eventually became off-putting."
m/10004288-running_scared,Steve Schneider,False,Orlando Weekly,Fresh,,2006-02-24,"The film is comically profane, hyperviolent and studded with perverse details."
m/10004288-running_scared,Roger Moore,True,Orlando Sentinel,Fresh,3/5,2006-02-24,"It's borderline irresponsible, a virtual horror movie of a gangster thriller."
m/10004288-running_scared,M.E. Russell,False,Oregonian,Fresh,B+,2006-02-24,"It's ridiculous, over-the-top and as allegorical as The Warriors, in its own twisted way, only far more convoluted and darkly funny. And it's probably the year's first action movie spurred by actual, provocative ideas."
m/10004288-running_scared,Kyle Smith,True,New York Post,Rotten,1.5/4,2006-02-24,"Kramer seems to be aping Quentin Tarantino's brilliant tangents in Pulp Fiction, but he doesn't have Tarantino's imagination or gift for dialogue."
m/10004288-running_scared,Jack Mathews,True,New York Daily News,Rotten,1.5/4,2006-02-24,This overlong fantasy of urban violence is so far over the top -- you might as well be watching a computer monitor while somebody else has a high time playing the video game Grand Theft Auto.
m/10004288-running_scared,Rene Rodriguez,True,Miami Herald,Fresh,3/4,2006-02-24,"Running Scared is a vicious and brutal B-movie jacked up to hysterical, hallucinatory proportions -- a pulpy, violent action picture that torments the viewer as much as its characters, and I mean that as a compliment."
m/10004288-running_scared,Matt Pais,False,Metromix.com,Rotten,0/4,2006-02-24,"With a herky-jerky visual style and a plot riddled with bullet holes, Running Scared is a brutal, misanthropic and downright nasty excuse for bang-bang entertainment."
m/10004288-running_scared,Carina Chocano,True,Los Angeles Times,Rotten,1.5/5,2006-02-24,"As the movie becomes more howlingly ludicrous by the second, it's tempting -- and not in a cynical way, either -- to start reading it as a parody of pornographic video game violence."
m/10004288-running_scared,MaryAnn Johanson,False,Flick Filosopher,Rotten,,2006-02-24,"[Writer/director Wayne] Kramer has discovered a new apogee of awfulness with this utterly obscene movie, which makes no bones about its own idiocy..."
m/10004288-running_scared,Glenn Whipp,False,Los Angeles Daily News,Rotten,0/4,2006-02-24,Kramer's grating bombast exists only to call attention to itself as well as the complete absence of any moral implications or recognizable human behavior in the film.
m/10004288-running_scared,Liz Braun,False,Jam! Movies,Fresh,3.5/5,2006-02-24,"The script is so stupid that at times you'll want to roll your eyes in the dark; you won't, though, because you might miss some of the action."
m/10004288-running_scared,Bruce Westbrook,True,Houston Chronicle,Rotten,1.5/4,2006-02-24,"But even beyond its sleazy pandering and sensationalism, the film's worst transgression is its exploitation of young children."
m/10004288-running_scared,E! Staff,False,E! Online,Rotten,F,2006-02-24,"It drags on and on and on and on...and on. We never thought we'd ever say this, but Paul Walker deserves better."
m/10004288-running_scared,Tom Long,True,Detroit News,Fresh,B,2006-02-24,"An exhilarating bloodbath of a film, Running Scared may not be perfect, but it's got adrenaline, wild eyes and sleaze to spare."
m/10004288-running_scared,Josh Larsen,False,"Sun Publications (Chicago, IL)",Rotten,0/4,2006-02-24,...an abhorrently exploitative exercise in child endangerment.
m/10004288-running_scared,Jeff Vice,False,Deseret News (Salt Lake City),Rotten,1/4,2006-02-24,You could laugh off the film's more over-the-top aspects -- including the performances and its quasi-Quentin Tarantino dialogue -- if it didn't treat women and children with such brutality and contempt.
m/10004288-running_scared,Robert Denerstein,True,Denver Rocky Mountain News,Rotten,D+,2006-02-24,Running Scared is not only toxic but irresponsible in the way it exposes young characters to a steady barrage of sleaze and violence.
m/10004288-running_scared,Michael Booth,True,Denver Post,Rotten,1/4,2006-02-24,"Running Scared is about as hard an ""R"" rating as you can get, with buckets of blood, full- frontal nudity and swearing that would peel gum from the sidewalk."
m/10004288-running_scared,Randy Myers,False,Contra Costa Times,Fresh,2.5/4,2006-02-24,Running Scared will be reviled by those who deplore violence and adored by those who like their movies brutally edgy.
m/10004288-running_scared,Mark Keizer,False,Boxoffice Magazine,Rotten,0/4,2006-02-24,"Running Scared will probably play best in prisons, where lowlifes, applauding the heroic amounts of foul language and blood, will be heartened to know that society has finally stooped to their level."
m/10004288-running_scared,Wesley Morris,True,Boston Globe,Rotten,1/4,2006-02-24,"A depressing piece of gun-crazy Hollywood scuzz that, with its gassy style and runaway immorality, makes a Tony Scott movie look like a Robert Bresson picture."
m/10004288-running_scared,Sean P. Means,False,Salt Lake Tribune,Rotten,1.5/4,2006-02-24,"Too bloated with its own seriousness to achieve the 'so sick, it's funny' vibe of Kiss Kiss Bang Bang."
m/10004288-running_scared,John Venable,False,Supercala.com,Rotten,5.5/10,2006-02-24,Includes scenes that are laughable [gunfight in a 10x10 room] and one that features Vera Farmiga that will go down in history as a classic/fan favorite.
m/10004288-running_scared,Jon Niccum,False,Lawrence Journal-World,Fresh,3/4,2006-02-24,"For a picture so fetishistically obsessed with death, Running Scared is vibrantly alive."
m/10004288-running_scared,Dan Fienberg,False,Zap2it.com,Rotten,2/4,2006-02-24,"Impossible to adequately summarize, alienating at every tonal turn, off the rails with every storytelling and aesthetic choice, Running Scared is ambitious to a fault."
m/10004288-running_scared,Scott Von Doviak,True,Fort Worth Star-Telegram/DFW.com,Rotten,,2006-02-24,Filmmaking for people who find the films of Guy Ritchie too understated and wish Natural Born Killers weren't so slow-paced and minimalist.
m/10004288-running_scared,Michael Ferraro,False,Film Threat,Fresh,3.5/5,2006-02-24,"Running Scared is an overly ambitious guilty pleasure with enough action and violence to keep you interested, it just doesn't have much else."
m/10004288-running_scared,Daniel M. Kimmel,False,Worcester Telegram & Gazette,Rotten,1.5/4,2006-02-24,"This is a movie with yards and yards of plot, but none of it that makes much sense nor that you'll think about afterwards. Instead what you'll remember is the blood."
m/10004288-running_scared,James Sanford,False,Kalamazoo Gazette,Rotten,,2006-02-24,"races along the thin line between tense thriller and overheated, campy exploitation flick."
m/10004288-running_scared,Devin Faraci,False,CHUD,Fresh,8.8/10,2006-02-24,Running Scared doesn't go over the top - it refuses to even acknowledge that there is a top.. it's like if Tarantino directed The Warriors
m/10004288-running_scared,Dave White,False,Movies.com,Rotten,D,2006-02-24,
m/10004288-running_scared,Jonathan R. Perry,False,Tyler Morning Telegraph (Texas),Fresh,3.5/4,2006-02-25,"The action movie is the cheese sandwich of film genres, but efforts like 'Running Scared' remind us all too rarely that they don't have to be Kraft Singles on Wonder Bread."
m/10004288-running_scared,Danny Minton,False,Beaumont Journal,Rotten,D+,2006-02-25,A film with ADD.
m/10004288-running_scared,Laura Clifford,False,Reeling Reviews,Fresh,B-,2006-02-25,"an over-the-top thrill ride that seems to have been cobbled from the stylistic excesses of Guy Ritchie, the flip violence of Tarantino and the story outline of Scorcese's After Hours"
m/10004288-running_scared,Steve Rhodes,False,Internet Reviews,Fresh,3/4,2006-02-25,"Hello, cheesy fun! [It's] a roller coaster of a thrill ride."
m/10004288-running_scared,Christopher Smith,False,Bangor Daily News (Maine),Rotten,F,2006-02-25,"More like 'Running with Scissors.' A terrible, awful, hilarious misfire. Folks, a new camp classic is born."
m/10004288-running_scared,Eric Lurio,False,Greenwich Village Gazette,Fresh,3/5,2006-02-25,This film is so over the top at times that it takes one's breath away.
m/10004288-running_scared,Frank Wilkins,False,ReelTalk Movie Reviews,Fresh,,2006-02-26,Creative risks pay off big in 'Running Scared.' They give the film a refreshingly different feel.
m/10004288-running_scared,Cynthia Fuchs,False,PopMatters,Rotten,,2006-02-26,Paul Walker's excellent tough-guy adventure begins with the proverbial bang.
m/10004288-running_scared,Mark Palermo,False,"The Coast (Halifax, Nova Scotia)",Fresh,,2006-02-27,It's a current ultraviolent take on fairy tale malaise - a kid's story told by a psychopath.
m/10004288-running_scared,Jeff Otto,False,IGN Movies,Fresh,3.5/5,2006-02-27,"Running Scared doesn't always work. All the same, it keeps up a nice pacing and throws in enough clever twists to keep the story interesting."
m/10004288-running_scared,Richard Roeper,True,Ebert & Roeper,Rotten,,2006-02-27,It's ugly and it's vile and it's disgusting and it's creepy and it just got tiresome.
m/10004288-running_scared,Scott Tobias,True,AV Club,Rotten,C,2006-02-28,It says something when the most sympathetic character is a kid who shoots his dad with a stolen pistol.
m/10004288-running_scared,Jackie K. Cooper,False,jackiekcooper.com,Fresh,8/10,2006-02-28,Not since 'Very Bad Things' have I had this much fun with this kind of movie
m/10004288-running_scared,Audrey Rock-Richardson,False,Tooele Transcript-Bulletin (Utah),Rotten,D-,2006-02-28,"Appallingly gross, filled with forced profanity, and atrociously edited."
m/10004288-running_scared,Kit Bowen,False,Hollywood.com,Rotten,2/4,2006-02-28,"Running Scared is filled with plenty of blood-splattering violence, profanity, sexual perversions, and whatever other deviant behavior you can think of. What it doesn't have is any cohesiveness or finesse."
m/10004288-running_scared,Rich Cline,False,Shadows on the Wall,Rotten,2/5,2006-03-01,"Clumsily overwritten, straining badly to be a complex thriller but only generating small moments of believability."
m/10004288-running_scared,Ken Hanke,False,"Mountain Xpress (Asheville, NC)",Fresh,4/5,2006-03-01,"Wildly stylized and endlessly inventive, Running Scared doesn't go over the top -- it blows the top off and proceeds to dance in the rubble."
m/10004288-running_scared,Andrew Sarris,True,Observer,Fresh,,2006-03-01,"The end result of all these cross-mob confrontations is an orgy of nihilistic violence that is curiously exhilarating, I am almost ashamed to say."
m/10004288-running_scared,Mike McGranaghan,False,Aisle Seat,Rotten,1.5/4,2006-03-01,"If Running Scared is supposed to be a satire, it's not funny enough to work. If it's meant to be taken seriously, then it's the most unintentionally funny movie of the past ten years."
m/10004288-running_scared,Thomas Delapa,False,Boulder Weekly,Rotten,0/4,2006-03-03,"Run away ... Just when you think Hollywood can't get any worse in an era of Bad Boys and Scream, it constantly surprises you with even more putrid product."
m/10004288-running_scared,Mark Dujsik,False,Mark Reviews Movies,Rotten,1.5/4,2006-03-04,"The movie doesn't so much wallow in the abhorrent side of humanity as it showers, bathes, and dresses in it before heading off to work at MTV."
m/10004288-running_scared,Betty Jo Tucker,False,ReelTalk Movie Reviews,Rotten,,2006-03-04,"Style overpowers substance in 'Running Scared,' but Paul Walker surprised me with his intense performance."
m/10004288-running_scared,Jake Euker,False,"F5 (Wichita, KS)",Fresh,3/5,2006-03-09,"Where Running Scared is concerned I'm a victim who has decided, maybe unwisely, not to press charges."
m/10004288-running_scared,Lori Hoffman,False,Atlantic City Weekly,Rotten,2/4,2006-03-09,Trying for a Tarantino-like riff on ultra-violence and over-the-top police corruption ... 'Running Scared' is a film noir on steroids.
m/10004288-running_scared,Hap Erstein,True,Atlanta Journal-Constitution,Rotten,D,2006-03-11,"Presumably patterned after Robert Rodriguez's Sin City, but substantially more graphic, there is surely an audience for this empty brutality, but you would not want to know anyone to whom this picture appeals."
m/10004288-running_scared,Tony Medley,False,tonymedley.com,Rotten,0/10,2006-03-11,"This is a vile, violent film with no raison d'etre."
m/10004288-running_scared,Andrew Pulver,True,Guardian,Rotten,2/5,2006-03-11,"No one in their right minds could call this a good film, but it's certainly unique."
m/10004288-running_scared,Paul Greenwood,False,Future Movies UK,Fresh,7/10,2006-03-11,
m/10004288-running_scared,,True,Dallas Morning News,Fresh,B-,2006-03-11,
m/10004288-running_scared,Marc Savlov,False,Austin Chronicle,Rotten,1/5,2006-03-11,"The film's moral compass swings wildly out of control, blanketed in all manner of hyper-violent digital gore effects and a thick, black nausea of the soul. It's not even fun watching the monsters get their just deserts; it's just depressing."
m/10004288-running_scared,Matthew Turner,False,ViewLondon,Rotten,2/5,2006-03-11,If you've ever wanted to see Paul Walker get repeatedly smashed in the teeth with a hockey puck then this is the movie for you.
m/10004288-running_scared,JoBlo,False,JoBlo's Movie Network,Fresh,7/10,2006-03-11,"If you love over-stylized gunshots and action sequences, Running Scared is likely to be one big ol' kinetic romp of bloody fun that'll have you pulling out the Kleenex and appreciating all over the place."
m/10004288-running_scared,Paul Arendt,True,BBC.com,Rotten,1/5,2006-03-11,"We haven't even mentioned the hockey puck torture scene, or the relentless ricochetting camerawork, or the multiple last minute switcheroos -- it's got more endings than Lord Of The Rings."
m/10004288-running_scared,,False,Bullz-Eye.com,Fresh,3/5,2006-03-11,
m/10004288-running_scared,Jessica Letkemann,False,Premiere Magazine,Fresh,2.5/5,2006-03-14,"Ultimately, it is a serviceable, well-made thriller that earns its R rating."
m/10004288-running_scared,Angela Baldassarre,False,Sympatico.ca,Rotten,,2006-03-20,"You suspect you're in for a violent film when it opens with several balaclava-faced men in black bursting in on a group of thugs whose conversation is limited to constructions around the words ****** or whore. With ""Running Scared "" your suspicions would"
m/10004288-running_scared,Angie Errigo,False,Empire Magazine,Fresh,3/5,2006-04-01,"Stylish, rollicking post-Tarantino trash which does the business at such a pace you barely notice its preposterousness."
m/10004288-running_scared,Rubin Safaya,False,Cinemalogue,Rotten,,2006-05-04,There's something films like this reflect in our nature... that we seem to delight in propped up monsters that give the protagonist an excuse to behave like one.
m/10004288-running_scared,Pablo Villaça,False,Cinema em Cena,Fresh,3/5,2006-06-14,"A montagem eficiente, com transies intrigantes, confere ritmo ao filme, que tambm se beneficia com a atuao surpreendentemente intensa de Walker. Pena que o roteiro seja to implausvel e o final, to absurdamente ridculo."
m/10004288-running_scared,Trevor Johnston,True,Time Out,Rotten,,2006-06-24,"With audiences jaded by the usual sex and splatter, do the filmmakers have no qualms about juicing up proceedings with edgy but troubling material which clearly needs more conscientious handling? Apparently not."
m/10004288-running_scared,Walter Chaw,False,Film Freak Central,Fresh,3/4,2006-07-13,An example of a film I recommend just because it tickled my undercarriage.
m/10004288-running_scared,Forrest Hartman,False,Reno Gazette-Journal,Fresh,3/4,2006-10-09,A well-acted piece that should appeal to anyone who enjoys the films of Quentin Tarantino and Robert Rodriguez.
m/10004288-running_scared,Brian Tallerico,False,UGO,Fresh,,2007-03-24,"Running Scared exists in that world of movies where there are no good guys - just bad guys, worse guys and worst guys."
m/10004288-running_scared,Jette Kernion,False,Cinematical,Rotten,2.5/5,2007-04-08,The action throughout Running Scared is involving and fast-paced enough that you don't notice the number of cliches being invoked in this film.
m/10004288-running_scared,Felix Gonzalez Jr.,False,DVD Review,Fresh,,2007-07-10,"Wayne Kramer's latest film is a hard-hitting, visceral, over-the-top extravaganza of blood and bullets that doesn't let up for one second."
m/10004288-running_scared,Julian Roman,False,MovieWeb,Fresh,3.5/5,2011-04-26,
m/10004352-going_the_distance,Dan Jardine,False,Apollo Guide,Rotten,44/100,2004-07-30,"It's a Bland, Dull, Dumb Movie."
m/10004352-going_the_distance,Susan Walker,True,Toronto Star,Rotten,1/5,2004-08-20,The landscape will survive this desecration; it's questionable whether the actors will.
m/10004352-going_the_distance,Liz Braun,False,Jam! Movies,Rotten,2.5/5,2004-08-20,"It's as goofy and crude as this sort of road movie usually is, but the drug jokes, bad language and endless sex wisecracks are bound to amuse the pre-teen and (young) adolescent set."
m/10004352-going_the_distance,Liam Lacey,True,Globe and Mail,Rotten,0/4,2004-08-20,"An inexplicably dated, sexist Porky's knock-off."
m/10004352-going_the_distance,Mark Palermo,False,"The Coast (Halifax, Nova Scotia)",Rotten,,2004-11-25,"There are few genuine jokes here, just familiar comic happenings."
m/10004504-ultraviolet,Kevin Carr,False,7M Pictures,Rotten,1.5/5,2006-03-03,"Ultraviolet will be studied with great interest in the future - not for its quality or its artistic merit, but rather to discover how a turd like this was made."
m/10004504-ultraviolet,Joshua Tyler,False,CinemaBlend,Rotten,1.5/5,2006-03-03,"The violence is presented in such a childish fashion, that it has all the impact of a Pokemon battle."
m/10004504-ultraviolet,John Monaghan,True,Detroit Free Press,Rotten,,2006-03-03,The special effects simply thrust Ultraviolet in an Xbox 360 for action set-pieces that are kinetic and colorful but surprisingly unexciting. Do we really care if she dies when she's just going to be regenerated anyway?
m/10004504-ultraviolet,Christy Lemire,True,Associated Press,Rotten,,2006-03-03,"Ultraviolet wants desperately to be a provocative, high-concept action thriller. It is apparently trying to say something about fear and terrorism, paranoia and racism. But it looks more like a shampoo commercial."
m/10004504-ultraviolet,Frank Scheck,True,Hollywood Reporter,Rotten,,2006-03-03,"The tale, beginning with narrated flashbacks that make it curiously seem like a sequel, essentially is an excuse for a seemingly endless series of ultraviolet, uh, ultraviolent, action scenes."
m/10004504-ultraviolet,Jack Mathews,True,New York Daily News,Rotten,1/4,2006-03-03,"Wimmer has created no logical framework for flashy, ultraviolent and frankly cheesy sequences."
m/10004504-ultraviolet,MaryAnn Johanson,False,Flick Filosopher,Rotten,,2006-03-03,"Wimmer is so brazen that he doesn't even bother to pretend that there's an original concept here: all his ideas are borrowed from other movies that borrowed from other movies that borrowed from The Matrix, and he doesn't care who knows it."
m/10004504-ultraviolet,Maitland McDonagh,False,TV Guide,Rotten,1/4,2006-03-03,"Kurt Wimmer's film epitomizes just about everything wrong with post-Matrix, comic book-/video-game-inspired, Hong Kong-action-style sci-fi thrillers."
m/10004504-ultraviolet,Robert Koehler,True,Variety,Rotten,,2006-03-03,"Pic is hermetically sealed in a synthetic wrapping that's so total -- Sony's top-flight high-def cameras, visibly low-budget CG work, exceptionally hackneyed and imitative action and dialogue --that it arrives a nearly lifeless film."
m/10004504-ultraviolet,Christopher Smith,False,Bangor Daily News (Maine),Fresh,B-,2006-03-03,"Exactly what you expect--a slick, slight, energetic video game of a movie that is far better than most will admit."
m/10004504-ultraviolet,Nick Schager,False,Slant Magazine,Rotten,1.5/4,2006-03-03,"Ultraviolet is nice to gaze at but otherwise simplistic, senseless, and eminently skippable."
m/10004504-ultraviolet,Mike McGranaghan,False,Aisle Seat,Rotten,1/4,2006-03-03,"Ultraviolet is all second act. There is no beginning to the story and no end; it's all middle. A non-sensical, hard to follow assemblage of action, completely devoid of any context."
m/10004504-ultraviolet,Frank Swietek,False,One Guy's Opinion,Rotten,F,2006-03-03,"An unholy combination of comic book and video game,...so awful that you'd swear it had been directed by Uwe Boll."
m/10004504-ultraviolet,Edward Douglas,False,ComingSoon.net,Rotten,5/10,2006-03-03,Cool martial arts and special effects barely make up for laughably atrocious writing and acting and an obvious sci-fi premise.
m/10004504-ultraviolet,James Sanford,False,Kalamazoo Gazette,Rotten,1/4,2006-03-03,"...shot two years ago... and now being unceremoniously dumped into your neighborhood cineplex, which -- thanks to films like this -- has been cluttered with as much garbage as a Skid Row alley in recent months."
m/10004504-ultraviolet,Staci Layne Wilson,False,About.com,Rotten,,2006-03-03,"Great action... but unfortunately, the characters had to open their mouths. That's when Ultraviolet becomes ultra vapid."
m/10004504-ultraviolet,Dan Fienberg,False,Zap2it.com,Rotten,1/4,2006-03-03,"Although it masquerades as a futuristic action-thriller, Ultraviolet functions best as a multi-million dollar commercial for Milla Jovovich's personal trainer."
m/10004504-ultraviolet,Brian Orndorf,False,FilmJerk.com,Rotten,D+,2006-03-03,It's well known that writer/director Kurt Wimmer hates movie critics. Ultraviolet is the reason why.
m/10004504-ultraviolet,Dave White,False,Movies.com,Fresh,B-,2006-03-03,
m/10004504-ultraviolet,Sara Michelle Fetters,False,MovieFreak.com,Rotten,0.5/4,2006-03-04,"Quite frankly, Jovovich should never let Wimmer do her any favors again and someone from the director's office should send Cassavetes' estate a letter of apology."
m/10004504-ultraviolet,Eric D. Snider,False,EricDSnider.com,Rotten,C,2006-03-04,"A confusing jumble of sci-fi jargon and random plot twists, where the characters know perfectly well what's going on but the audience doesn't."
